Filename,F0_mid,F0_median,Duration(ms.)
Clip42,NA,342,3200.75
Clip42,241,226,3465.464
Clip42,NA,224,4049.064
Clip42,NA,206,906.311
Clip42,149,229,4538.938
Clip42,NA,203,10229.569
Clip42,NA,217,3288.813
Clip42,NA,219,9466.219
Clip42,178,192,4249.875
Clip42,81,190,7534.293
Clip42,283,298,2505.973
Clip42,NA,181,1320.406
Clip42,NA,180,3651.625
Clip43,NA,304,1828.233
Clip43,227,270,2352.93
Clip43,NA,176,1496.438
Clip43,NA,145,1209.043
Clip43,144,343,3362.937
Clip43,289,305,680.875
Clip43,NA,265,1649.008
Clip43,NA,193,666.745
Clip43,234,310,805.027
Clip43,76,209,5716.024
Clip43,480,245,1075.938
Clip43,263,268,3296.026
Clip43,NA,177,1096.516
Clip43,NA,209,2259.271
Clip43,219,216,1390.905
Clip43,NA,258,1767.25
Clip43,168,179,947.164
Clip43,188,280,2612.688
Clip43,266,237,1126.25
Clip43,129,298,1034.125
Clip43,NA,304,1765.867
Clip43,NA,333,1417.054
Clip43,NA,325,3106.875
Clip43,95,213,1122.125
Clip43,359,267,1191.413
Clip43,378,277,1351.563
Clip43,206,214,446.875
Clip43,331,330,676.813
Clip43,NA,259,7659.365
Clip43,NA,287,2867.175
Clip43,NA,352,1962.99
Clip43,340,331,1146.938
Clip43,369,330,3444.823
Clip43,283,284,1351.75
Clip43,214,212,2361.312
Clip43,NA,243,1182.53
Clip43,379,335,2969.368
Clip43,NA,290,1826.752
Clip43,246,247,3454.921
Clip43,186,202,1869.741
Clip43,NA,220,2985.162
Clip43,376,385,537.47
Clip43,178,256,4839.25
Clip43,388,274,4553.004
Clip43,283,260,1086.077
Clip43,332,274,1604.757
Clip43,287,274,1891.562
Clip43,296,260,1286.535
Clip43,369,329,2317.125
Clip43,NA,244,2897
Clip43,NA,259,3375.922
Clip43,NA,215,796.524
Clip43,326,301,2621.962
Clip43,289,347,2321.33
Clip43,200,229,1108.501
Clip43,398,342,3345.991
Clip43,303,281,1163.104
Clip43,177,195,606.187
Clip43,NA,179,1276.187
Clip43,376,366,1686.282
Clip43,NA,315,1736.779
Clip43,314,312,1272.463
Clip43,345,378,536.315
Clip43,313,324,1261.687
Clip43,NA,280,2038.125
Clip43,237,276,1234.625
Clip44,182,240,908.902
Clip44,NA,NA,593.627
Clip44,204,250,756.126
Clip44,210,202,1149.5
Clip44,227,219,1480.212
Clip44,165,190,1869.741
Clip45,207,203,856.965
Clip46,285,285,835.875
Clip46,458,273,1111.13
Clip46,NA,245,3025.312
Clip46,232,212,777.812
Clip46,305,302,433.875
Clip46,NA,350,453
Clip46,NA,317,2547.375
Clip46,NA,248,1324.487
Clip46,NA,325,700.813
Clip46,203,233,1676.65
Clip46,337,343,389.529
Clip46,441,251,527.75
Clip46,234,252,674.5
Clip46,NA,194,850.062
Clip46,NA,219,894.025
Clip46,210,230,1115.582
Clip46,NA,380,547.781
Clip46,317,368,1570.992
Clip46,218,241,546
Clip46,213,249,390
Clip46,NA,222,1266.562
Clip46,588,344,2790.375
Clip46,299,291,1352.49
Clip46,NA,411,2670.248
Clip46,NA,454,2410.955
Clip46,189,329,1863.937
Clip46,344,391,1865.872
Clip46,217,263,2843.565
Clip46,312,303,442.972
Clip46,255,323,4606.754
Clip46,NA,196,1191.063
Clip46,179,188,900.022
Clip46,204,201,1068.375
Clip46,305,203,1451.687
Clip46,286,314,445.438
Clip46,456,361,974.062
Clip46,292,405,1602.375
Clip46,224,280,500.563
Clip46,NA,214,2349.778
Clip46,NA,209,969.175
Clip46,NA,465,2051.521
Clip46,NA,245,582.03
Clip46,360,374,1144.437
Clip46,358,352,1430.625
Clip46,563,342,11380.25
Clip46,532,449,6795.229
Clip46,217,252,821.007
Clip46,438,400,1216.936
Clip46,297,364,1395.75
Clip46,NA,309,1223.812
Clip46,400,284,3691.076
Clip46,457,431,546.646
Clip46,NA,316,1043.562
Clip46,289,286,2743.562
Clip46,268,331,4542.886
Clip46,372,382,2903.875
Clip46,276,325,2534.062
Clip46,285,286,986.625
Clip46,291,261,1597.75
Clip46,205,265,1597.25
Clip46,NA,NA,1224.75
Clip46,140,268,1123.063
Clip46,NA,239,1750.837
Clip46,160,256,522.063
Clip46,NA,242,1457.599
Clip46,310,278,389.529
Clip46,NA,260,2817.625
Clip46,233,294,839.476
Clip46,NA,315,2543.286
Clip46,NA,442,1108.063
Clip46,NA,391,3012.361
Clip46,NA,273,4795.749
Clip46,235,239,1976.812
Clip46,512,507,1418.375
Clip46,NA,410,1902.563
Clip46,177,175,818.012
Clip47,211,205,1046.813
Clip47,NA,316,2976.625
Clip47,353,295,7131.305
Clip47,NA,274,1206.125
Clip47,302,244,539.875
Clip47,263,260,1626.438
Clip47,NA,298,1163.687
Clip47,NA,294,1079.25
Clip47,NA,NA,567.798
Clip47,272,278,4475.976
Clip47,208,212,1040.206
Clip47,NA,262,1634.475
Clip48,NA,263,1724.998
Clip48,356,247,5599.812
Clip48,95,106,559.75
Clip48,397,396,1752.882
Clip48,NA,387,4051.042
Clip48,NA,458,2428.13
Clip48,412,300,4306.25
Clip48,NA,251,2725.5
Clip48,305,323,852.75
Clip48,NA,400,8684.625
Clip48,210,224,429.063
Clip48,NA,299,2250.062
Clip48,277,288,3508.569
Clip48,510,356,3778.047
Clip48,NA,231,1012.138
Clip48,NA,235,3532.98
Clip48,221,238,4297.75
Clip48,416,491,2712.687
Clip48,410,444,3440.843
Clip48,199,299,1188.817
Clip48,349,362,462.555
Clip48,209,216,370.06
Clip48,NA,308,3531.733
Clip48,297,342,1257.897
Clip48,252,292,1973.616
Clip48,NA,251,4025.137
Clip48,470,390,934.18
Clip48,354,319,1488.1
Clip48,NA,314,1661.694
Clip48,397,418,2168.38
Clip48,376,319,4609.431
Clip48,369,358,459.691
Clip48,219,248,658.823
Clip48,273,310,3218.14
Clip48,332,301,403.445
Clip48,331,339,1051.729
Clip48,NA,319,2447.647
Clip48,213,225,1265.867
Clip48,295,295,2908.486
Clip48,494,460,1090.682
Clip48,NA,251,1746.054
Clip48,314,393,2048.373
Clip48,170,171,1766.249
Clip48,199,212,3018.805
Clip48,118,270,1493.196
Clip48,247,270,1017.592
Clip48,NA,269,3525.618
Clip48,445,360,3172.216
Clip48,343,348,2167.5
Clip48,259,275,960.839
Clip48,298,294,1181.003
Clip48,271,290,1983.188
Clip48,289,267,1847.363
Clip48,218,220,378.264
Clip48,NA,285,3089.051
Clip48,NA,194,5608.553
Clip48,194,216,2600.488
Clip48,NA,215,2397.762
Clip48,NA,213,619.341
Clip48,270,271,3095.375
Clip48,318,315,2533.569
Clip48,346,344,921.312
Clip48,238,288,1441.259
Clip48,NA,268,942.938
Clip48,116,129,1571.005
Clip48,193,202,456.445
Clip48,232,242,1571.102
Clip48,119,250,3377.48
Clip49,135,164,1767.425
Clip49,252,214,6907.655
Clip49,NA,200,2769.704
Clip49,229,194,2167.151
Clip49,341,236,949.625
Clip49,462,210,3893.766
Clip49,155,190,1087.691
Clip49,188,194,3695.038
Clip49,236,213,1545.133
Clip49,94,108,1264.355
Clip49,185,193,942.969
Clip49,229,170,1366.109
Clip49,187,223,1247.125
Clip49,202,197,325.438
Clip49,180,239,5302.814
Clip49,226,243,1661.992
Clip49,190,233,5241.629
Clip49,206,214,3323.984
Clip49,NA,221,4127.674
Clip49,NA,206,777.369
Clip49,206,239,1356.813
Clip49,NA,214,1020.75
Clip49,240,243,1636.024
Clip49,218,188,927.125
Clip49,222,210,1012.625
Clip49,108,114,1353.959
Clip49,NA,234,2168.38
Clip49,183,191,2794.582
Clip49,169,221,4952.937
Clip49,225,182,1091.25
Clip49,523,425,2229.25
Clip49,NA,208,3865.141
Clip49,NA,310,2100.75
Clip49,NA,252,4209.864
Clip49,204,245,2142.412
Clip49,334,212,1506.18
Clip49,202,224,1090.682
Clip49,448,334,2674.769
Clip49,226,240,1851.188
Clip49,351,262,3759.439
Clip49,187,215,864.237
Clip49,328,215,1663.551
Clip5,302,310,704.789
Clip5,NA,230,3481.848
Clip5,385,393,618.203
Clip5,267,243,964.315
Clip5,290,275,1056.599
Clip5,420,369,734.546
Clip5,264,294,2517.024
Clip5,204,236,3647.562
Clip5,259,243,1405.89
Clip5,181,221,2742.923
Clip5,240,229,937.19
Clip5,225,235,5679.62
Clip5,198,171,3543.793
Clip5,NA,232,2833.827
Clip5,155,180,4723.304
Clip5,320,298,2782.18
Clip5,239,311,11552.206
Clip5,NA,242,9550.373
Clip5,412,402,3149.187
Clip5,NA,188,9184.234
Clip5,439,264,9303.698
Clip5,187,444,7753.784
Clip5,279,321,5472.609
Clip5,NA,234,7075.905
Clip5,100,251,2855
Clip5,NA,386,3357.081
Clip5,308,223,10076.068
Clip5,302,308,2298.165
Clip5,NA,335,3173.313
Clip5,403,338,1537.31
Clip5,375,383,759.582
Clip5,426,397,754.362
Clip5,394,399,770.195
Clip5,191,202,2486.2
Clip5,341,335,5152.026
Clip5,210,205,2687.753
Clip5,190,193,3415.176
Clip5,111,109,406.508
Clip5,93,94,945.485
Clip5,NA,NA,1100.421
Clip5,261,259,2351.79
Clip5,260,256,9588.125
Clip5,NA,304,7619.008
Clip5,NA,258,7250.467
Clip5,NA,229,7960.188
Clip5,211,369,4025.514
Clip5,NA,338,8062.817
Clip5,NA,231,4210.897
Clip5,340,338,5089.338
Clip5,209,203,2598.243
Clip5,333,267,14799.746
Clip50,NA,236,1327.313
Clip50,NA,266,2090.475
Clip50,NA,259,1490.768
Clip50,107,159,1009.063
Clip50,207,259,1133.251
Clip50,314,275,1115.132
Clip50,269,274,1163.109
Clip50,451,289,1397.266
Clip50,232,177,1162.125
Clip50,NA,252,2665.312
Clip50,NA,197,608.504
Clip50,251,252,8020.174
Clip50,NA,190,1437.376
Clip50,232,221,2239.107
Clip50,NA,216,4511.801
Clip50,NA,213,3187.875
Clip50,373,269,7959.875
Clip50,214,235,3816.75
Clip50,198,259,3503
Clip50,NA,238,2359.801
Clip50,293,241,4789.687
Clip50,248,265,1667.6
Clip50,257,248,4316.981
Clip50,178,223,1038.188
Clip50,166,180,2883.507
Clip50,355,310,2411.75
Clip50,NA,294,1850.134
Clip50,NA,289,2259.271
Clip50,NA,265,1064.714
Clip50,211,256,5214.445
Clip50,NA,226,1952.056
Clip50,580,243,1902.896
Clip50,NA,215,2505.973
Clip50,NA,195,3544.718
Clip50,NA,252,707.539
Clip50,NA,135,2203.5
Clip50,200,254,2014.298
Clip50,321,227,7384.882
Clip50,121,215,3807.208
Clip50,NA,239,3945.247
Clip50,228,212,4219.902
Clip50,218,218,5030
Clip50,NA,269,3604.771
Clip50,101,205,3921.263
Clip50,215,204,11145.56
Clip50,NA,250,1176.812
Clip50,228,247,2886.375
Clip50,226,245,3630.907
Clip50,446,273,1791.835
Clip50,NA,282,662.351
Clip50,305,233,2953.813
Clip50,NA,206,586.903
Clip50,138,356,633.902
Clip50,205,222,2176.291
Clip50,271,238,2371.573
Clip50,392,244,1077.698
Clip50,280,209,3147.893
Clip50,163,146,3177.732
Clip50,194,191,3267.081
Clip50,158,144,3718.48
Clip50,82,172,6446.332
Clip50,123,128,2561.404
Clip50,NA,204,3693.153
Clip50,517,184,1482.919
Clip50,NA,294,767.756
Clip50,NA,249,2717.84
Clip50,408,280,3255.27
Clip50,NA,262,8743.9
Clip50,271,231,5075.875
Clip50,207,224,7647.761
Clip50,112,154,1920.826
Clip50,203,223,845.539
Clip51,NA,204,4225.359
Clip51,215,249,1869.741
Clip51,233,254,1951.928
Clip51,331,309,2654.797
Clip51,225,228,798.369
Clip51,220,224,7740.734
Clip51,397,285,1607.375
Clip51,280,264,4013.304
Clip51,315,281,1856.757
Clip51,305,304,3995.135
Clip51,254,239,599.847
Clip51,391,319,4371.044
Clip51,279,283,2289.909
Clip51,311,259,4025.177
Clip51,244,259,4544.938
Clip51,NA,239,3038.329
Clip51,240,249,6247.568
Clip51,NA,232,3376.392
Clip51,204,232,1507.909
Clip51,251,229,5066.725
Clip51,286,289,3259.364
Clip51,236,259,1472.007
Clip51,206,234,4347.934
Clip51,401,320,1999.584
Clip51,225,316,986.808
Clip51,210,269,1757.836
Clip51,240,254,3294.339
Clip51,NA,253,3399.875
Clip51,NA,298,2190.952
Clip51,NA,286,1597.071
Clip51,239,253,3261.67
Clip51,170,242,1235.938
Clip51,197,225,2635.816
Clip51,263,263,2786.718
Clip51,236,213,1373.026
Clip51,NA,84,863.438
Clip51,187,216,779.059
Clip51,NA,454,476.423
Clip51,NA,204,2609.847
Clip51,NA,130,5060.878
Clip51,236,256,1276.187
Clip51,286,259,1108.17
Clip51,NA,258,714.137
Clip51,416,314,1767.374
Clip51,152,155,1321.312
Clip52,360,361,946.875
Clip52,NA,268,636.231
Clip52,NA,233,1263.846
Clip52,NA,358,3660.705
Clip52,330,339,428.482
Clip52,335,302,2791.628
Clip52,NA,287,796.002
Clip52,344,332,1966.728
Clip52,NA,262,958.389
Clip52,338,339,1135.711
Clip52,310,284,2144.268
Clip52,NA,246,3184.875
Clip52,NA,268,2424.192
Clip52,235,232,981.375
Clip52,298,255,1052.75
Clip52,227,283,886.187
Clip52,NA,323,3547.737
Clip52,NA,356,4133.486
Clip52,NA,281,1743.52
Clip52,NA,256,1142.62
Clip52,278,274,813.502
Clip52,NA,280,1264.75
Clip52,NA,388,1622.142
Clip52,NA,287,2670.926
Clip52,NA,226,1105.5
Clip52,279,281,1925
Clip52,277,277,1383.938
Clip52,292,261,2073.188
Clip52,NA,286,1468.805
Clip52,NA,146,1028.875
Clip52,267,264,2244
Clip52,NA,309,2714.647
Clip52,132,282,1498.824
Clip52,NA,301,5095.375
Clip52,NA,258,2087.711
Clip52,NA,477,1640.995
Clip52,NA,NA,310.315
Clip52,NA,352,3839.562
Clip52,516,371,1560.411
Clip52,291,302,1441.259
Clip52,249,270,753.09
Clip52,NA,221,630.125
Clip52,NA,201,1009.903
Clip53,232,242,3377.48
Clip53,NA,226,1441.259
Clip53,NA,339,589.75
Clip53,NA,408,4453.62
Clip53,NA,363,2846.132
Clip53,NA,258,2386.562
Clip53,177,238,3261.5
Clip53,181,180,419.495
Clip53,NA,371,3748.395
Clip53,NA,253,1009.125
Clip53,NA,322,1574.991
Clip53,370,312,6194.456
Clip53,277,273,695.201
Clip53,291,291,1926.44
Clip53,NA,239,2104.954
Clip53,NA,380,445.537
Clip53,421,257,823.307
Clip53,283,282,3479.796
Clip53,NA,358,1882.726
Clip53,223,216,1181.573
Clip53,209,189,1955.815
Clip53,NA,254,2260.438
Clip53,NA,323,1027.816
Clip53,NA,338,2973.408
Clip53,NA,215,1149.724
Clip53,314,296,501.217
Clip53,236,352,2583.878
Clip53,133,160,1910.625
Clip53,NA,319,5076.867
Clip53,NA,304,1266.165
Clip53,NA,366,4435.845
Clip53,NA,372,3908.279
Clip53,NA,404,1584.086
Clip53,NA,334,2748.046
Clip53,338,340,539.625
Clip53,388,385,463.121
Clip53,NA,303,3064.5
Clip53,NA,245,2908.486
Clip53,NA,322,3595.487
Clip53,NA,264,7287.404
Clip53,NA,275,593.943
Clip53,NA,258,571.31
Clip53,332,334,469.188
Clip53,NA,371,6403.056
Clip53,NA,421,2347.637
Clip53,NA,427,1493.438
Clip53,334,382,1235.632
Clip53,319,299,4454.358
Clip53,383,348,1378.938
Clip53,NA,328,2047.375
Clip53,250,264,1804.82
Clip53,420,429,1077.698
Clip53,NA,382,887.25
Clip53,201,233,916.889
Clip53,NA,310,2220.318
Clip53,219,272,3765.451
Clip53,577,520,431.028
Clip53,NA,429,2982.869
Clip53,413,423,1024.383
Clip53,258,450,970.006
Clip53,408,427,2523.59
Clip53,NA,220,3635.608
Clip53,372,394,576.127
Clip53,243,259,2445.81
Clip53,252,269,805.027
Clip53,411,406,2249
Clip54,232,231,1644.938
Clip54,NA,259,278.417
Clip54,262,314,1516.813
Clip54,257,287,538.324
Clip54,389,324,194.024
Clip54,NA,344,2489.31
Clip54,452,339,816.563
Clip54,99,98,259.141
Clip54,192,243,1858.748
Clip54,NA,305,949.847
Clip54,208,286,906.063
Clip54,NA,264,730.203
Clip54,NA,249,818.012
Clip54,180,184,1346.943
Clip54,298,264,1545
Clip54,NA,182,2253.279
Clip54,NA,253,1530.124
Clip54,235,238,933.389
Clip54,NA,376,4236.438
Clip54,199,190,310.42
Clip54,178,178,1709.066
Clip54,171,348,1768.251
Clip54,248,259,902.79
Clip54,203,202,1564.492
Clip54,248,200,785.99
Clip54,NA,191,2293.716
Clip54,195,194,757.375
Clip54,NA,365,1698.854
Clip54,204,316,1931.437
Clip54,NA,230,1275.312
Clip54,NA,201,2804.612
Clip54,306,305,614.641
Clip54,469,429,436.398
Clip54,217,223,2090.475
Clip54,366,379,2346.75
Clip54,NA,281,9736
Clip54,NA,218,11386.466
Clip54,NA,247,7302.658
Clip54,171,200,10002.203
Clip54,NA,382,1773.187
Clip54,NA,261,918.188
Clip54,NA,327,6270
Clip54,298,298,1255.628
Clip54,188,224,896.239
Clip54,NA,540,3687.224
Clip54,NA,535,2609.847
Clip54,NA,203,1474.603
Clip54,255,300,7623.937
Clip54,NA,NA,1051.935
Clip54,198,188,6151.19
Clip54,NA,341,4159.933
Clip54,NA,320,7944.526
Clip54,NA,308,8030.287
Clip54,NA,300,8702.625
Clip54,223,312,755.296
Clip54,181,200,704.712
Clip54,344,286,4949.813
Clip54,NA,335,6285.46
Clip55,NA,258,2737.055
Clip55,230,218,839.436
Clip55,NA,NA,1159.748
Clip55,NA,196,2120.917
Clip55,NA,NA,1342.268
Clip55,186,193,1843.773
Clip55,274,287,1340.197
Clip55,NA,198,568.479
Clip55,NA,186,1545.133
Clip55,234,221,2752.675
Clip56,NA,316,6232.471
Clip56,NA,317,3466.812
Clip56,NA,NA,1324.4
Clip56,NA,304,5907.863
Clip56,NA,258,1856.757
Clip56,307,275,3168.173
Clip56,NA,294,1988.02
Clip56,NA,299,2246.286
Clip56,357,298,3836.507
Clip56,299,292,2996.67
Clip56,NA,291,1661.992
Clip56,316,306,2687.753
Clip56,NA,282,2100.119
Clip56,NA,319,3709.495
Clip56,NA,NA,1908.694
Clip56,NA,317,2441.051
Clip56,NA,264,1908.694
Clip56,NA,NA,2121.04
Clip56,358,322,1897.658
Clip56,NA,386,1771.453
Clip56,NA,320,1583.547
Clip56,NA,347,1739.898
Clip56,292,296,998
Clip56,228,244,824.543
Clip56,NA,325,2641.122
Clip56,NA,244,1356.734
Clip56,NA,NA,587.75
Clip56,NA,NA,449.562
Clip56,NA,NA,1672.737
Clip56,278,318,1908.694
Clip56,NA,259,1560.903
Clip56,NA,201,641.07
Clip56,NA,276,1155.604
Clip56,NA,353,1752.882
Clip56,374,390,498.564
Clip56,229,327,1597.071
Clip57,NA,424,7717
Clip57,NA,280,439.25
Clip57,NA,279,3068.579
Clip57,275,266,1493.026
Clip57,305,351,4310.792
Clip57,557,484,801.885
Clip57,NA,370,889.75
Clip57,513,534,767.919
Clip57,NA,367,1261.75
Clip57,315,315,3680.539
Clip57,NA,424,646.563
Clip57,323,326,1278.812
Clip57,381,344,4635.4
Clip57,298,344,1586.607
Clip57,255,269,1899.12
Clip57,230,233,1607.229
Clip57,445,431,701.153
Clip57,241,364,495.937
Clip57,347,356,3970.931
Clip57,NA,250,1726.914
Clip57,255,239,936.482
Clip57,250,239,986.808
Clip57,245,259,1744.724
Clip57,467,454,3021.161
Clip57,NA,320,1771.648
Clip57,NA,260,2073.062
Clip57,NA,279,1597.071
Clip57,NA,259,1752.882
Clip57,NA,256,846.052
Clip57,NA,259,1053.288
Clip58,291,331,1307.712
Clip58,302,276,864.603
Clip58,377,339,3861.985
Clip58,347,346,1309.022
Clip58,341,178,1074.375
Clip58,NA,263,1806.856
Clip58,NA,175,3437.812
Clip58,161,175,6764.828
Clip58,191,284,3798.372
Clip58,184,183,2966.188
Clip58,350,326,651.065
Clip58,NA,338,3625.206
Clip58,370,323,2294.788
Clip58,484,477,1658.058
Clip58,NA,354,6453.15
Clip58,447,397,6211.188
Clip58,NA,367,2910.375
Clip58,371,374,2560.241
Clip58,463,424,6237.187
Clip58,NA,341,5758
Clip58,499,437,5185.889
Clip58,288,388,5829.957
Clip58,485,530,5890.75
Clip58,NA,505,4505.557
Clip58,NA,283,2825.28
Clip58,167,233,2159.065
Clip58,332,270,3763.869
Clip58,267,299,1363.353
Clip58,NA,331,3021.006
Clip58,308,331,5720.761
Clip58,286,261,908.902
Clip58,233,240,2268.937
Clip58,412,347,2028.625
Clip58,NA,215,2394.721
Clip58,NA,243,2648.8
Clip58,345,281,12467.197
Clip58,NA,273,2410
Clip58,273,273,2495.688
Clip58,NA,298,1937.491
Clip58,NA,186,2505.973
Clip58,NA,335,4214.214
Clip58,263,273,4028
Clip58,NA,279,1879.382
Clip58,NA,282,1555.712
Clip58,216,252,2715.062
Clip58,358,340,454.563
Clip58,NA,367,1428.562
Clip58,392,348,1971.881
Clip58,390,400,1623.039
Clip58,NA,234,1239.688
Clip58,265,298,1923.156
Clip58,NA,NA,1197.187
Clip58,NA,350,917.954
Clip6,182,206,2121.139
Clip6,NA,180,2312.938
Clip6,131,311,1699.375
Clip6,188,195,1926.938
Clip6,285,231,560.844
Clip6,NA,185,442.283
Clip6,241,236,2024.416
Clip6,NA,377,667.944
Clip6,223,206,1716.812
Clip6,162,159,574.332
Clip6,155,181,1123.688
Clip6,NA,179,741.938
Clip6,227,229,2210.553
Clip6,127,224,2512.332
Clip6,NA,218,700.303
Clip6,261,303,830.996
Clip6,255,245,634.638
Clip6,145,156,678.187
Clip6,NA,196,1406.129
Clip6,327,227,845.562
Clip6,148,197,531.316
Clip6,NA,172,1358.419
Clip6,NA,195,2263.5
Clip6,NA,161,965.063
Clip6,NA,140,1147.812
Clip6,NA,NA,519.063
Clip6,180,174,1726.849
Clip6,156,174,1840.812
Clip6,207,211,1205.675
Clip6,208,210,656.596
Clip6,245,219,2253.76
Clip6,238,244,4313.328
Clip6,NA,379,1598.5
Clip6,457,405,801.423
Clip6,NA,237,2090.475
Clip6,NA,257,705.07
Clip6,NA,315,1515.057
Clip6,309,318,681.183
Clip6,444,377,402.514
Clip6,361,317,459.563
Clip6,NA,190,577.438
Clip6,NA,167,541.657
Clip6,211,220,775.25
Clip6,NA,215,513.688
Clip6,385,387,559
Clip6,407,392,666.063
Clip6,NA,269,3014.5
Clip6,417,409,968.437
Clip6,289,208,1876.258
Clip6,476,306,1644.313
Clip6,NA,264,628.695
Clip6,221,250,1019.434
Clip6,257,249,745.539
Clip6,307,304,573.062
Clip6,257,256,1588.607
Clip6,156,170,689.687
Clip6,200,189,527.525
Clip6,NA,186,1176.672
Clip6,338,317,1086.774
Clip60,NA,315,4077.075
Clip60,NA,405,4227.812
Clip60,NA,272,1439.081
Clip60,294,361,1334.75
Clip60,228,233,1629.188
Clip60,287,411,4570.479
Clip60,NA,375,715.951
Clip60,290,345,2832.052
Clip60,229,231,443.875
Clip60,NA,218,1169.5
Clip60,209,181,873.25
Clip60,NA,215,842.875
Clip60,172,187,692.829
Clip60,179,218,822.562
Clip60,160,195,985.776
Clip60,169,217,815.75
Clip60,NA,218,3477.063
Clip60,NA,216,1158.812
Clip60,NA,215,673.812
Clip60,NA,237,1774.366
Clip60,192,236,797.772
Clip60,NA,252,940.625
Clip60,NA,313,3780.543
Clip60,NA,288,3963.207
Clip60,NA,268,1804.702
Clip60,NA,258,7349.554
Clip60,362,282,1390.371
Clip60,NA,270,1429.442
Clip60,NA,243,3601.936
Clip60,NA,237,2298.224
Clip60,207,212,623.247
Clip60,211,220,640.187
Clip60,227,235,898.306
Clip60,NA,217,1291.063
Clip60,NA,466,4192.511
Clip60,NA,392,2709.915
Clip60,237,286,8033.085
Clip60,NA,328,1650.313
Clip60,NA,398,951.417
Clip60,335,407,1002.875
Clip60,NA,300,1221.991
Clip60,238,240,989.501
Clip60,NA,247,878.875
Clip60,176,237,833.138
Clip60,232,245,675
Clip60,NA,234,752.374
Clip60,207,244,1046.562
Clip60,169,231,775.625
Clip60,173,244,802.892
Clip60,180,230,770
Clip60,NA,238,683.754
Clip60,NA,243,577.938
Clip60,221,248,1021.171
Clip60,295,293,1241.723
Clip60,NA,213,3133.764
Clip60,NA,235,847.687
Clip60,NA,236,733.187
Clip60,203,248,703.505
Clip60,216,214,1110.375
Clip60,203,213,1047.282
Clip60,172,196,856.125
Clip60,NA,216,705.938
Clip60,NA,238,1086.604
Clip60,240,222,2320.961
Clip60,NA,266,1546.063
Clip60,NA,318,1695.442
Clip60,NA,215,1259
Clip60,NA,262,600.557
Clip60,233,248,622.285
Clip60,249,248,1287.125
Clip60,347,307,1461.679
Clip60,255,268,1414.967
Clip60,NA,288,4586.77
Clip60,NA,299,3194.964
Clip60,182,235,759.031
Clip60,329,277,1697.629
Clip60,NA,381,3163.625
Clip60,393,387,1730.352
Clip60,246,294,1090.682
Clip60,230,273,2505.973
Clip60,NA,292,3002.662
Clip60,NA,281,1061.188
Clip60,NA,302,1398.122
Clip60,NA,239,836.698
Clip60,246,260,1065.945
Clip60,NA,237,1368.812
Clip60,275,264,1963.309
Clip60,233,235,778.687
Clip60,268,264,564.737
Clip60,NA,NA,311.074
Clip60,251,252,1597.62
Clip7,NA,NA,947.75
Clip7,NA,289,3087.917
Clip7,NA,288,3535.232
Clip7,NA,293,1225.125
Clip7,NA,195,938.333
Clip7,173,190,1073.312
Clip7,NA,221,3583.671
Clip7,312,302,2465.007
Clip7,417,265,4859.574
Clip7,148,231,2038.537
Clip7,416,353,4071.337
Clip7,NA,194,3583.671
Clip7,273,276,1843.773
Clip7,239,313,941.75
Clip7,383,282,986.808
Clip7,432,246,645.326
Clip7,187,214,1545.133
Clip7,295,358,2877.563
Clip7,270,398,3796.426
Clip7,265,430,4756.666
Clip7,NA,236,682.966
Clip7,263,245,558.326
Clip7,NA,271,4332.727
Clip7,180,238,4864.599
Clip7,153,224,2783.813
Clip7,187,237,1655.375
Clip7,223,258,1977.313
Clip7,185,272,2574.366
Clip7,267,297,1142.502
Clip7,407,339,3368.847
Clip7,106,322,5001.196
Clip7,216,204,3345.25
Clip7,266,267,990.837
Clip7,249,252,6979.312
Clip7,387,254,2307.174
Clip7,293,281,2278.8
Clip7,NA,269,4173.59
Clip7,368,200,953.541
Clip7,213,233,6302.364
Clip7,177,214,1926.991
Clip8,NA,216,1276.907
Clip8,NA,205,535.625
Clip8,291,288,1403.5
Clip8,325,335,714.5
Clip8,237,281,908.25
Clip8,340,334,459.437
Clip8,312,314,668.75
Clip8,202,215,499.5
Clip8,NA,311,2115.813
Clip8,168,195,911.665
Clip8,222,215,2286.583
Clip8,492,494,685.43
Clip8,160,172,522.687
Clip8,219,222,2352.011
Clip8,145,174,568.5
Clip8,375,382,571.625
Clip8,NA,215,2232.716
Clip8,NA,234,1210.302
Clip8,361,376,897.688
Clip8,291,321,728.125
Clip8,216,193,839.625
Clip8,NA,232,1760.401
Clip8,318,283,1405.549
Clip8,217,213,1646.018
Clip8,369,388,937.919
Clip8,NA,263,2318.171
Clip8,NA,258,2287.024
Clip8,NA,344,1684.843
Clip8,520,302,992.223
Clip8,NA,369,665.312
Clip8,393,343,2347.475
Clip8,NA,222,923.489
Clip8,215,267,585.408
Clip8,284,299,836.912
Clip8,228,242,1645.375
Clip8,218,252,1264.627
Clip8,196,235,2702.603
Clip8,200,211,537.494
Clip8,350,270,1813.299
Clip8,252,258,2116.687
Clip8,200,203,533.608
Clip8,NA,263,2736
Clip8,NA,251,2167.563
Clip8,NA,285,3729.062
Clip8,188,204,1415.688
Clip8,NA,292,3892.062
Clip8,419,437,2965.044
Clip8,228,246,693.151
Clip8,232,298,1217.75
Clip8,264,307,2247.625
Clip8,250,321,1251.365
Clip8,421,423,1111.073
Clip8,NA,319,3355.062
